sheet_name,sheet_category,data_item,available
3 Internal Migration,Internal Migration,ANC2P Ancestry 2nd Response,Yes
3 Internal Migration,Internal Migration,ANCP Ancestry Multi Response,Yes
3 Internal Migration,Internal Migration,ANCRP Ancestry One or Two Response Indicator,Yes
3 Internal Migration,Internal Migration,Aboriginal and Torres Strait Islander Peoples,No
3 Internal Migration,Internal Migration,Age and Sex,No
3 Internal Migration,Internal Migration,Australia (UR),Yes
3 Internal Migration,Internal Migration,Australian Defence Force Service,No
3 Internal Migration,Internal Migration,Australian Drainage Divisions (UR),Yes
3 Internal Migration,Internal Migration,BPFP Country of Birth of Mother,Yes
3 Internal Migration,Internal Migration,BPLP Country of Birth of Person,Yes
3 Internal Migration,Internal Migration,BPMP Country of Birth of Father,Yes
3 Internal Migration,Internal Migration,BPPP Country of Birth of Parents,Yes
3 Internal Migration,Internal Migration,CHCAREP Unpaid Child Care,Yes
3 Internal Migration,Internal Migration,CITP Australian Citizenship,Yes
3 Internal Migration,Internal Migration,CLTHP Count of Selected Long-term Health Conditions,Yes
3 Internal Migration,Internal Migration,COARASP Whether has Arthritis and Asthma,Yes
3 Internal Migration,Internal Migration,COARDBP Whether has Arthritis and Diabetes,Yes
3 Internal Migration,Internal Migration,COARHDP Whether has Arthritis and Heart Disease,Yes
3 Internal Migration,Internal Migration,COARMHP Whether has Arthritis and Mental Health Condition,Yes
3 Internal Migration,Internal Migration,COASHDP Whether has Asthma and Heart Disease,Yes
3 Internal Migration,Internal Migration,COASLCP Whether has Asthma and Lung Condition,Yes
3 Internal Migration,Internal Migration,COCNHDP Whether has Cancer and Heart Disease,Yes
3 Internal Migration,Internal Migration,CODBHDP Whether has Diabetes and Heart Disease,Yes
3 Internal Migration,Internal Migration,CODBKDP Whether has Diabetes and Kidney Disease,Yes
3 Internal Migration,Internal Migration,COHDKDP Whether has Heart Disease and Kidney Disease,Yes
3 Internal Migration,Internal Migration,COHDMHP Whether has Heart Disease and Mental Health Condition,Yes
3 Internal Migration,Internal Migration,COLCMHP Whether has Lung Condition and Mental Health Condition,Yes
3 Internal Migration,Internal Migration,Commonwealth Electoral Divisions (UR),Yes
3 Internal Migration,Internal Migration,Cultural Diversity,No
3 Internal Migration,Internal Migration,DOMP Unpaid Domestic Work: Number of Hours,Yes
3 Internal Migration,Internal Migration,ENGLP Proficiency in Spoken English,Yes
3 Internal Migration,Internal Migration,Education and Qualifications,No
3 Internal Migration,Internal Migration,Employment and Income,No
3 Internal Migration,Internal Migration,Empowered Communities (UR),Yes
3 Internal Migration,Internal Migration,Greater Capital City Statistical Areas (UR),Yes
3 Internal Migration,Internal Migration,HARTP Whether has Arthritis,Yes
3 Internal Migration,Internal Migration,HASTP Whether has Asthma,Yes
3 Internal Migration,Internal Migration,HCANP Whether has Cancer (including remission),Yes
3 Internal Migration,Internal Migration,HDEMP Whether has Dementia (including Alzheimer's),Yes
3 Internal Migration,Internal Migration,HDIAP Whether has Diabetes (excluding Gestational Diabetes),Yes
3 Internal Migration,Internal Migration,HHEDP Whether has Heart Disease (including Heart Attack or Angina),Yes
3 Internal Migration,Internal Migration,HKIDP Whether has Kidney Disease,Yes
3 Internal Migration,Internal Migration,HLTHP Whether has One or more Long-term Health Condition(s),Yes
3 Internal Migration,Internal Migration,HLUNP Whether has Lung Condition (including COPD and Emphysema),Yes
3 Internal Migration,Internal Migration,HMHCP Whether has Mental Health Condition (including Depression or Anxiety),Yes
3 Internal Migration,Internal Migration,HOLHP Whether has Other Long-term Health Condition(s),Yes
3 Internal Migration,Internal Migration,HSTRP Whether has had a Stroke,Yes
3 Internal Migration,Internal Migration,Health,No
3 Internal Migration,Internal Migration,Health Comorbidities,No
3 Internal Migration,Internal Migration,IFAGEP Imputation Flag for Age,Yes
3 Internal Migration,Internal Migration,IFPURP Imputation Flag for Place of Usual Residence,Yes
3 Internal Migration,Internal Migration,IFSEXP Imputation Flag for Sex,Yes
3 Internal Migration,Internal Migration,INCP Total Personal Income (weekly),Yes
3 Internal Migration,Internal Migration,INDP Industry of Employment,Yes
3 Internal Migration,Internal Migration,INGP Indigenous Status,Yes
3 Internal Migration,Internal Migration,Indigenous Structure (UR),Yes
3 Internal Migration,Internal Migration,LANP Language Used at Home,Yes
3 Internal Migration,Internal Migration,LFSP Labour Force Status,Yes
3 Internal Migration,Internal Migration,LNGP Whether Reported Using an Aboriginal and/or Torres Strait Islander Language at Home,Yes
3 Internal Migration,Internal Migration,LTHP Type of Long-term Health Condition,Yes
3 Internal Migration,Internal Migration,Local Government Areas (2021 Boundaries) (UR),Yes
3 Internal Migration,Internal Migration,Local Government Areas (2022 Boundaries) (UR),Yes
3 Internal Migration,Internal Migration,Local Government Areas of Usual Residence Five Years Ago,Yes
3 Internal Migration,Internal Migration,Local Government Areas of Usual Residence One Year Ago,Yes
3 Internal Migration,Internal Migration,Long-term Health Conditions,No
3 Internal Migration,Internal Migration,Main Statistical Area Structure (Main ASGS) (UR),Yes
3 Internal Migration,Internal Migration,Natural Resource Management Regions (UR),Yes
3 Internal Migration,Internal Migration,OCCEV1P Occupation Experimental Update Version 1,Yes
3 Internal Migration,Internal Migration,OCCP Occupation,No
3 Internal Migration,Internal Migration,OCSKEV1P Occupation Skill Level Experimental Update Version 1,Yes
3 Internal Migration,Internal Migration,OCSKP Occupation Skill Level,Yes
3 Internal Migration,Internal Migration,PUR1P Place of Usual Residence One Year Ago,Yes
3 Internal Migration,Internal Migration,PUR5P Place of Usual Residence Five Years Ago,Yes
3 Internal Migration,Internal Migration,Postal Areas (UR),Yes
3 Internal Migration,Internal Migration,QALLP Non-School Qualification: Level of Education,Yes
3 Internal Migration,Internal Migration,RELP Religious Affiliation,Yes
3 Internal Migration,Internal Migration,RLHP Relationship in Household,Yes
3 Internal Migration,Internal Migration,Relationships and Children,No
3 Internal Migration,Internal Migration,Remoteness Areas (National) (UR),Yes
3 Internal Migration,Internal Migration,Remoteness Areas (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Greater Capital City Statistical Areas (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Indigenous Structure (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Main Statistical Area Structure (Main ASGS) (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Remoteness Areas (National) (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Remoteness Areas (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Section of State/UCLs (UR),Yes
3 Internal Migration,Internal Migration,SA1 by Significant Urban Areas (UR),Yes
3 Internal Migration,Internal Migration,SEXP Sex,Yes
3 Internal Migration,Internal Migration,Section of State/Urban Centres and Localities (UR),Yes
3 Internal Migration,Internal Migration,Significant Urban Areas (UR),Yes
3 Internal Migration,Internal Migration,State Electoral Divisions (2021 Boundaries) (UR),Yes
3 Internal Migration,Internal Migration,State Electoral Divisions (2022 Boundaries) (UR),Yes
3 Internal Migration,Internal Migration,Suburbs and Localities (UR),Yes
3 Internal Migration,Internal Migration,UAI1P Usual Address One Year Ago Indicator,Yes
3 Internal Migration,Internal Migration,UAI5P Usual Address Five Years Ago Indicator,Yes
3 Internal Migration,Internal Migration,UAICP Usual Address Indicator Census Night,Yes
3 Internal Migration,Internal Migration,Unpaid Work and Care,No
3 Internal Migration,Internal Migration,Usual Address and Internal Migration,No
3 Internal Migration,Internal Migration,YARRP Year of Arrival in Australia (ranges),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Aboriginal and Torres Strait Islander Peoples,No
4 Dwelling Characteristics,Dwelling Characteristics,Australia (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Australian Drainage Divisions (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,BEDRD Number of Bedrooms in Private Dwelling (ranges),Yes
4 Dwelling Characteristics,Dwelling Characteristics,CALTHD Count of Adults (15 years and over) with Selected Long-term Health Condition(s) in Household,Yes
4 Dwelling Characteristics,Dwelling Characteristics,CCLTHD Count of Children with Selected Long-term Health Condition(s) in Household,Yes
4 Dwelling Characteristics,Dwelling Characteristics,CPLTHD Count of Persons with Selected Long-term Health Condition(s) in Household,Yes
4 Dwelling Characteristics,Dwelling Characteristics,CPLTHRD Count of Persons with Selected Long-term Health Condition(s) in Household (ranges),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Commonwealth Electoral Divisions (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,DLOD Dwelling Location,Yes
4 Dwelling Characteristics,Dwelling Characteristics,DWTD Dwelling Type,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Dwelling and Household Characteristics,No
4 Dwelling Characteristics,Dwelling Characteristics,Family Characteristics,No
4 Dwelling Characteristics,Dwelling Characteristics,Family Characteristics and Composition,No
4 Dwelling Characteristics,Dwelling Characteristics,Greater Capital City Statistical Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,HCFMD Family Household Composition (Dwelling),Yes
4 Dwelling Characteristics,Dwelling Characteristics,HHCD Household Composition,Yes
4 Dwelling Characteristics,Dwelling Characteristics,HIND Total Household Income (weekly),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Health,No
4 Dwelling Characteristics,Dwelling Characteristics,Household Income and Housing Costs,No
4 Dwelling Characteristics,Dwelling Characteristics,IFNMFD Imputation Flag for Number of Males and Females in Dwelling,Yes
4 Dwelling Characteristics,Dwelling Characteristics,INGDWTD Indigenous Household Indicator,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Indigenous Structure (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,LLDD Landlord Type,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Local Government Areas (2021 Boundaries) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Local Government Areas (2022 Boundaries) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,MRERD Mortgage Repayments (monthly) Ranges,Yes
4 Dwelling Characteristics,Dwelling Characteristics,MV1D Household One Year Mobility Indicator,Yes
4 Dwelling Characteristics,Dwelling Characteristics,MV5D Household Five Year Mobility Indicator,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Main Statistical Area Structure (Main ASGS) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,NPDD Type of Non-Private Dwelling,Yes
4 Dwelling Characteristics,Dwelling Characteristics,NPRD Number of Persons Usually Resident in Dwelling,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Natural Resource Management Regions (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Persons in Household with a Long-term Health Condition,No
4 Dwelling Characteristics,Dwelling Characteristics,Postal Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,RNTRD Rent (weekly) Ranges,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Remoteness Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Remoteness Areas (National) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Greater Capital City Statistical Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Indigenous Structure (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Main Statistical Area Structure (Main ASGS) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Remoteness Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Remoteness Areas (National) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Section of State/UCLs (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,SA1 by Significant Urban Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,STRD Dwelling Structure,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Section of State/Urban Centres and Localities (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Significant Urban Areas (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,State Electoral Divisions (2021 Boundaries) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,State Electoral Divisions (2022 Boundaries) (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,Suburbs and Localities (EN),Yes
4 Dwelling Characteristics,Dwelling Characteristics,TEND Tenure Type,Yes
4 Dwelling Characteristics,Dwelling Characteristics,TENLLD Tenure and Landlord Type,Yes
4 Dwelling Characteristics,Dwelling Characteristics,Usual Address and Internal Migration,No
4 Dwelling Characteristics,Dwelling Characteristics,VEHRD Number of Motor Vehicles (ranges),Yes
5 Family Characteristics,Family Characteristics,Aboriginal and Torres Strait Islander Peoples,No
5 Family Characteristics,Family Characteristics,Australia (EN),Yes
5 Family Characteristics,Family Characteristics,Australian Drainage Divisions (EN),Yes
5 Family Characteristics,Family Characteristics,CACF Count of All Children in Family,Yes
5 Family Characteristics,Family Characteristics,CDCAF Count of Dependent Children Under 15 in Family Temporarily Absent,Yes
5 Family Characteristics,Family Characteristics,CDCF Count of Dependent Children in Family,Yes
5 Family Characteristics,Family Characteristics,CDCUF Count of Dependent Children Under 15 in Family,Yes
5 Family Characteristics,Family Characteristics,CDSAF Count of Dependent Students (15-24 years) in Family Temporarily Absent,Yes
5 Family Characteristics,Family Characteristics,CDSF Count of Dependent Students (15-24 years) in Family,Yes
5 Family Characteristics,Family Characteristics,CNDAF Count of Non-Dependent Children in Family Temporarily Absent,Yes
5 Family Characteristics,Family Characteristics,CNDCF Count of Non-Dependent Children in Family,Yes
5 Family Characteristics,Family Characteristics,CPAF Count of Persons Temporarily Absent from Family,Yes
5 Family Characteristics,Family Characteristics,CPRF Count of Persons in Family,Yes
5 Family Characteristics,Family Characteristics,Commonwealth Electoral Divisions (EN),Yes
5 Family Characteristics,Family Characteristics,Employment and Income,No
5 Family Characteristics,Family Characteristics,FBLF Family Blending,Yes
5 Family Characteristics,Family Characteristics,FIDF Family Income Derivation Indicator,Yes
5 Family Characteristics,Family Characteristics,FINASF Total Family Income as Stated (weekly),Yes
5 Family Characteristics,Family Characteristics,FINF Total Family Income (weekly),Yes
5 Family Characteristics,Family Characteristics,FMCF Family Composition,Yes
5 Family Characteristics,Family Characteristics,FNOF Family Number,Yes
5 Family Characteristics,Family Characteristics,FRLF Relationship Between Families,Yes
5 Family Characteristics,Family Characteristics,Family Characteristics,No
5 Family Characteristics,Family Characteristics,Family Characteristics and Composition,No
5 Family Characteristics,Family Characteristics,Family Counts,No
5 Family Characteristics,Family Characteristics,Family Income,No
5 Family Characteristics,Family Characteristics,Greater Capital City Statistical Areas (EN),Yes
5 Family Characteristics,Family Characteristics,HCFMF Family Household Composition (Family),Yes
5 Family Characteristics,Family Characteristics,INGF Aboriginal and Torres Strait Islander Family Indicator,Yes
5 Family Characteristics,Family Characteristics,Indigenous Structure (EN),Yes
5 Family Characteristics,Family Characteristics,LFSF Labour Force Status of Parents/Partners in Families,Yes
5 Family Characteristics,Family Characteristics,Local Government Areas (2021 Boundaries) (EN),Yes
5 Family Characteristics,Family Characteristics,Local Government Areas (2022 Boundaries) (EN),Yes
5 Family Characteristics,Family Characteristics,Main Statistical Area Structure (Main ASGS) (EN),Yes
5 Family Characteristics,Family Characteristics,Natural Resource Management Regions (EN),Yes
5 Family Characteristics,Family Characteristics,Postal Areas (EN),Yes
5 Family Characteristics,Family Characteristics,Remoteness Areas (EN),Yes
5 Family Characteristics,Family Characteristics,Remoteness Areas (National) (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Greater Capital City Statistical Areas (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Indigenous Structure (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Main Statistical Area Structure (Main ASGS) (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Remoteness Areas (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Remoteness Areas (National) (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Section of State/UCLs (EN),Yes
5 Family Characteristics,Family Characteristics,SA1 by Significant Urban Areas (EN),Yes
5 Family Characteristics,Family Characteristics,SPLF Location of Spouse,Yes
5 Family Characteristics,Family Characteristics,SSCF Same-Sex Couple Indicator,Yes
5 Family Characteristics,Family Characteristics,Section of State/Urban Centres and Localities (EN),Yes
5 Family Characteristics,Family Characteristics,Significant Urban Areas (EN),Yes
5 Family Characteristics,Family Characteristics,State Electoral Divisions (2021 Boundaries) (EN),Yes
5 Family Characteristics,Family Characteristics,State Electoral Divisions (2022 Boundaries) (EN),Yes
5 Family Characteristics,Family Characteristics,Suburbs and Localities (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Aboriginal and Torres Strait Islander Peoples,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Aged Care Planning Regions (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Australia (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Australian Drainage Divisions (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",BEDD Number of Bedrooms in Private Dwelling,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",BEDRD Number of Bedrooms in Private Dwelling (ranges),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",CALTHD Count of Adults (15 years and over) with Selected Long-term Health Condition(s) in Household,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",CCLTHD Count of Children with Selected Long-term Health Condition(s) in Household,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",CPAD Count of Persons Temporarily Absent from Household,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",CPLTHD Count of Persons with Selected Long-term Health Condition(s) in Household,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",CPLTHRD Count of Persons with Selected Long-term Health Condition(s) in Household (ranges),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Commonwealth Electoral Divisions (2021 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Commonwealth Electoral Divisions (2024 Boundaries) (EN) - See note ->,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",DLOD Dwelling Location,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",DWTD Dwelling Type,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Dwelling and Household Characteristics,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Empowered Communities (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Family Characteristics,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Family Characteristics and Composition,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Greater Capital City Statistical Areas (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HCFMD Family Household Composition (Dwelling),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HGAD Main Type of Household Government Benefit Payment (administrative data),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HHCD Household Composition,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HIAASD Total Household Income as Available (administrative data) (weekly),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HIDD Household Income Derivation Indicator,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HIED Equivalised Total Household Income (weekly),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HINAD Total Household Income (administrative data) (weekly),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HINASD Total Household Income as Stated (weekly),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HIND Total Household Income (weekly),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HOSD Housing Suitability,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",HSAD Main Source of Household Income (administrative data),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Health,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Household Income and Housing Costs,No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at LGA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at LGA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at POA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at POA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SA1 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SA1 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SA2 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SA2 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SAL Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IEO Deciles at SAL Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at LGA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at LGA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at POA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at POA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SA1 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SA1 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SA2 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SA2 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SAL Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IER Deciles at SAL Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IFNMFD Imputation Flag for Number of Males and Females in Dwelling,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IHAD Quantiles (Household-based),No
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",INGDWTD Indigenous Household Indicator,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles (Household),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at LGA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at LGA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at POA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at POA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SA1 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SA1 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SA2 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SA2 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SAL Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Deciles at SAL Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles (Household),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles at LGA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles at POA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles at SA1 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles at SA2 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSAD Quartiles at SAL Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at LGA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at LGA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at POA Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at POA Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SA1 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SA1 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SA2 Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SA2 Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SAL Level (Area),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",IRSD Deciles at SAL Level (Pop),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Indigenous Structure (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",LLDD Landlord Type,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Local Government Areas (2021 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",Local Government Areas (2022 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MAID Mortgage Affordability Indicator,Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Commonwealth Electoral Divisions (2021 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Greater Capital City Statistical Areas (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Indigenous Structure (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Local Government Areas (2021 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Local Government Areas (2022 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Main Statistical Area Structure (Main ASGS) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Postal Areas (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Remoteness Areas (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Remoteness Areas (National) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Section of State/UCLs (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Significant Urban Areas (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by State Electoral Divisions (2021 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by State Electoral Divisions (2022 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by State Electoral Divisions (2024 Boundaries) (EN),Yes
"6 Dwellings, Place of Enumerati","Dwellings, Place of Enumerati",MB by Suburbs and Localities (EN),Yes
